GEOID,AGE_GROUP,SEX,POPULATION_REMAINDER
04,5-9,FEMALE,-0.37122777159675024
04,50-54,FEMALE,-0.32846140646142885
04,55-59,FEMALE,-0.13475951834698208
04,60-64,FEMALE,-0.36818685199250467
04,65-69,FEMALE,0.10760363662848249
04,70-74,FEMALE,0.3916851477115415
04,75-79,FEMALE,0.08871432495652698
04,80-84,FEMALE,0.005567217274801806
04,85+,FEMALE,-0.3781262797419913
04,0-4,MALE,0.457232502871193
04,10-14,MALE,-0.1874181315943133
04,15-19,MALE,-0.3268108348129317
04,20-24,MALE,-0.3378849778091535
04,25-29,MALE,0.26250203445670195
04,30-34,MALE,-0.20030329524888657
04,35-39,MALE,-0.484636360371951
04,40-44,MALE,0.27212638774653897
04,45-49,MALE,0.2314076082839165
04,5-9,MALE,-0.004125858918996528
04,50-54,MALE,-0.4815073657082394
04,55-59,MALE,-0.4926595736469608
04,60-64,MALE,-0.2763333885523025
04,65-69,MALE,-0.1787992380268406
04,70-74,MALE,0.2019816356478259
04,75-79,MALE,-0.03627189283724874
04,80-84,MALE,-0.36773507751058787
04,85+,MALE,0.45528808305971324
05,0-4,FEMALE,0.23405472794547677
05,10-14,FEMALE,-0.008827146455587354
05,15-19,FEMALE,-0.43706803431996377
05,20-24,FEMALE,0.1126751701667672
05,25-29,FEMALE,0.08447522239293903
05,30-34,FEMALE,-0.24448114006372634
05,35-39,FEMALE,0.12811139960831497
05,40-44,FEMALE,0.02414927349309437
05,45-49,FEMALE,0.21298471873160452
05,5-9,FEMALE,0.03269214450119762
05,50-54,FEMALE,-0.39822869082854595
05,55-59,FEMALE,-0.44054397330910433
05,60-64,FEMALE,-0.2561923784815008
05,65-69,FEMALE,-0.4607200942700729
05,70-74,FEMALE,0.08900584258663002
05,75-79,FEMALE,0.25029888478456996
05,80-84,FEMALE,-0.49793217513069976
05,85+,FEMALE,0.10468065275927074
05,0-4,MALE,0.3561360192979919
05,10-14,MALE,0.48518691480421694
05,15-19,MALE,-0.2811352492426522
05,20-24,MALE,-0.3247255585010862
05,25-29,MALE,-0.47616403993743006
05,30-34,MALE,0.1439111615472939
05,35-39,MALE,0.05682824630639516
05,40-44,MALE,0.4915359383012401
05,45-49,MALE,-0.40440779108030256
05,5-9,MALE,0.031694788551249076
05,50-54,MALE,0.02001056371955201
05,55-59,MALE,-0.18013865417742636
05,60-64,MALE,-0.13923296859138645
05,65-69,MALE,0.037465814253664576
05,70-74,MALE,-0.04738056811038405
05,75-79,MALE,0.3622498828044627
05,80-84,MALE,-0.09442463488085195
05,85+,MALE,0.39909506926778704
06,0-4,FEMALE,-0.11363607039675117
06,10-14,FEMALE,0.37524935556575656
06,15-19,FEMALE,0.09386110096238554
06,20-24,FEMALE,-0.015403208089992404
06,25-29,FEMALE,-0.0405696879606694
06,30-34,FEMALE,0.006361796287819743
06,35-39,FEMALE,-0.2521336462814361
06,40-44,FEMALE,-0.10345039865933359
06,45-49,FEMALE,-0.25731539260596037
06,5-9,FEMALE,0.3757849493995309
06,50-54,FEMALE,-0.23916603764519095
06,55-59,FEMALE,-0.4023590406868607
06,60-64,FEMALE,-0.07879901002161205
06,65-69,FEMALE,0.4971608957275748
06,70-74,FEMALE,-0.18693420104682446
06,75-79,FEMALE,-0.40746165765449405
06,80-84,FEMALE,-0.09300900902599096
06,85+,FEMALE,-0.493268424179405
06,0-4,MALE,-0.22325743385590613
06,10-14,MALE,-0.29071397171355784
06,15-19,MALE,-0.3057062909938395
06,20-24,MALE,-0.2355495342053473
06,25-29,MALE,-0.05265450314618647
06,30-34,MALE,-0.456728242803365
06,35-39,MALE,-0.0054696183651685715
06,40-44,MALE,0.09980723168700933
06,45-49,MALE,0.2250295770354569
06,5-9,MALE,0.2306035754736513
06,50-54,MALE,-0.44296420458704233
06,55-59,MALE,-0.07341603469103575
06,60-64,MALE,-0.23716739658266306
06,65-69,MALE,0.19228410255163908
06,70-74,MALE,0.0782200638204813
06,75-79,MALE,0.2506804969161749
06,80-84,MALE,0.3230603146366775
06,85+,MALE,0.35802402440458536
08,0-4,FEMALE,0.06154629592492711
08,10-14,FEMALE,0.2527907543699257
08,15-19,FEMALE,0.4679127396666445
08,20-24,FEMALE,-0.04434645673609339
08,25-29,FEMALE,-0.341878527746303
08,30-34,FEMALE,0.056946716184029356
08,35-39,FEMALE,0.3249768522218801
08,40-44,FEMALE,-0.005891571170650423
08,45-49,FEMALE,-0.3383802820753772
08,5-9,FEMALE,0.08766254215152003
08,50-54,FEMALE,0.29134072276065126
08,55-59,FEMALE,0.35277351734112017
08,60-64,FEMALE,-0.11080337315797806
08,65-69,FEMALE,0.0021605593792628497
08,70-74,FEMALE,-0.46264533896464854
08,75-79,FEMALE,-0.06652966339606792
08,80-84,FEMALE,0.38516141998115927
08,85+,FEMALE,-0.39654068456729874
08,0-4,MALE,-0.3863111553800991
08,10-14,MALE,0.13535144535126165
08,15-19,MALE,0.3218084445979912
08,20-24,MALE,-0.3336481273290701
08,25-29,MALE,-0.32964163422002457
08,30-34,MALE,0.20098977998713963
08,35-39,MALE,-0.46958099864423275
08,40-44,MALE,0.41351892199600115
08,45-49,MALE,-0.38099547039018944
08,5-9,MALE,0.25456579943420365
08,50-54,MALE,-0.4786056371522136
08,55-59,MALE,-0.20969074984895997
08,60-64,MALE,0.24364161683479324
08,65-69,MALE,0.24797820855746977
08,70-74,MALE,0.3805383560829796
08,75-79,MALE,0.38325074332533404
08,80-84,MALE,-0.16654900906723924
08,85+,MALE,0.40470009212731384
09,0-4,FEMALE,-0.3543097771325847
09,10-14,FEMALE,-0.0914651945931837
09,15-19,FEMALE,-0.45961796087794937
09,20-24,FEMALE,-0.42176598600053694
09,25-29,FEMALE,0.24523288599448279
09,30-34,FEMALE,0.15997184604930226
09,35-39,FEMALE,0.4738656567205908
09,40-44,FEMALE,-0.23629227427591104
09,45-49,FEMALE,0.2788504357013153
09,5-9,FEMALE,-0.4604380198579747
09,50-54,FEMALE,0.16319954553910065
09,55-59,FEMALE,-0.1283323423413094
09,60-64,FEMALE,-0.12798081799701322
09,65-69,FEMALE,-0.41953677794663236
09,70-74,FEMALE,0.28008657960162964
09,75-79,FEMALE,0.212743904281524
09,80-84,FEMALE,0.4676975574111566
09,85+,FEMALE,0.39971933455672115
09,0-4,MALE,-0.36820128254476003
09,10-14,MALE,0.12815189048706088
09,15-19,MALE,0.04094694019295275
09,20-24,MALE,0.4436760071985191
09,25-29,MALE,0.4984999785228865
09,30-34,MALE,0.013324415529496036
09,35-39,MALE,0.4811724004102871
09,40-44,MALE,0.4677739630715223
09,45-49,MALE,-0.07028731468017213
09,5-9,MALE,-0.03516886630677618
09,50-54,MALE,-0.0793641604250297
09,55-59,MALE,-0.3178063405357534
09,60-64,MALE,0.29154187302629
09,65-69,MALE,0.065288141995552
09,70-74,MALE,0.1084258264163509
09,75-79,MALE,-0.2512386264279485
09,80-84,MALE,0.09829995811742265
09,85+,MALE,0.21287088940152898
10,0-4,FEMALE,0.29819295413108193
10,10-14,FEMALE,0.15959282231051475
10,15-19,FEMALE,-0.23111721683380893
10,20-24,FEMALE,-0.1929707630406483
10,25-29,FEMALE,-0.45658196056319866
10,30-34,FEMALE,-0.10949753827298991
10,35-39,FEMALE,-0.4628181717489497
10,40-44,FEMALE,-0.4751333257081569
10,45-49,FEMALE,0.11176020777202211
10,5-9,FEMALE,0.39264554556575604
10,50-54,FEMALE,-0.2652455807547085
10,55-59,FEMALE,-0.3266983617359074
10,60-64,FEMALE,-0.11147130685276352
10,65-69,FEMALE,-0.12120696812780807
10,70-74,FEMALE,-0.3392099757838878
10,75-79,FEMALE,-0.12620079180487664
10,80-84,FEMALE,0.29765015574230347
10,85+,FEMALE,0.18207461957354099
10,0-4,MALE,0.3661030488729011
10,10-14,MALE,0.2960778106098587
10,15-19,MALE,0.022087293218646664
10,20-24,MALE,-0.4947393119218759
10,25-29,MALE,-0.4794025648807292
10,30-34,MALE,0.1868879150824796
10,35-39,MALE,-0.2036193353778799
10,40-44,MALE,0.10446670436067507
10,45-49,MALE,0.33562152093145414
10,5-9,MALE,-0.19220663675514515
10,50-54,MALE,0.051745695618592435
10,55-59,MALE,0.34104124483201304
10,60-64,MALE,0.19866335170445382
10,65-69,MALE,0.3662732119046268
10,70-74,MALE,-0.1909781946487783
10,75-79,MALE,0.2673310003556253
10,80-84,MALE,-0.48293848059984157
10,85+,MALE,0.17416247600340284
11,0-4,FEMALE,0.12100811721757054
11,10-14,FEMALE,-0.4113929494324111
11,15-19,FEMALE,-0.17613787125628733
11,20-24,FEMALE,-0.15117293384173536
11,25-29,FEMALE,0.3068674126188853
11,30-34,FEMALE,-0.23624419788029627
11,35-39,FEMALE,-0.43542434138362296
11,40-44,FEMALE,0.08720885033108061
11,45-49,FEMALE,-0.2844253812399984
11,5-9,FEMALE,-0.4660010829084058
11,50-54,FEMALE,-0.39520705391987576
11,55-59,FEMALE,-0.21077425705152564
11,60-64,FEMALE,-0.03777099874059786
11,65-69,FEMALE,0.3308915992456605
11,70-74,FEMALE,-0.42492435935128015
11,75-79,FEMALE,0.43299442560237367
11,80-84,FEMALE,0.11109476992533018
11,85+,FEMALE,-0.42551214111881563
11,0-4,MALE,0.20436021024579532
11,10-14,MALE,-0.1486855559560354
11,15-19,MALE,0.2487966339522245
11,20-24,MALE,-0.31861314065463375
11,25-29,MALE,-0.07498850231422693
11,30-34,MALE,-0.4245645640876319
11,35-39,MALE,0.3769460632938717
11,40-44,MALE,0.2752724268430029
11,45-49,MALE,0.44161158183487714
11,5-9,MALE,0.3970888258772902
11,50-54,MALE,-0.33450605945836287
11,55-59,MALE,0.22855000727940933
11,60-64,MALE,-0.05949007532763062
11,65-69,MALE,0.166850900684949
11,70-74,MALE,0.17666819800069788
11,75-79,MALE,0.4014606022865337
11,80-84,MALE,0.44659174319531303
11,85+,MALE,-0.12715085940726567
12,0-4,FEMALE,-0.1784231592901051
12,10-14,FEMALE,0.12898712838068604
12,15-19,FEMALE,0.0012229710118845105
12,20-24,FEMALE,-0.32483276748098433
12,25-29,FEMALE,-0.0941280274419114
12,30-34,FEMALE,-0.37080717214848846
12,35-39,FEMALE,0.034159180824644864
12,40-44,FEMALE,0.0004708718042820692
12,45-49,FEMALE,0.36609587213024497
12,5-9,FEMALE,-0.07132257462944835
12,50-54,FEMALE,-0.38162152958102524
12,55-59,FEMALE,0.07164589408785105
12,60-64,FEMALE,-0.14775822998490185
12,65-69,FEMALE,-0.21053527458570898
12,70-74,FEMALE,0.3229449364589527
12,75-79,FEMALE,0.24643525446299464
12,80-84,FEMALE,0.45067318179644644
12,85+,FEMALE,-0.17807381669990718
12,0-4,MALE,0.24838708143215626
12,10-14,MALE,-0.20696440828032792
12,15-19,MALE,-0.40994699753355235
12,20-24,MALE,0.21514176053460687
12,25-29,MALE,-0.33215434954036027
12,30-34,MALE,0.048618581029586494
12,35-39,MALE,-0.14504502341151237
12,40-44,MALE,-0.10169236885849386
12,45-49,MALE,0.42743891302961856
12,5-9,MALE,0.3382613778812811
12,50-54,MALE,-0.04437432426493615
12,55-59,MALE,-0.2729865307919681
12,60-64,MALE,0.03589740302413702
12,65-69,MALE,-0.34301722969394177
12,70-74,MALE,-0.25624957436230034
12,75-79,MALE,0.12018430675379932
12,80-84,MALE,-0.22344014898408204
12,85+,MALE,-0.4778285752981901
13,0-4,FEMALE,0.44002385073690675
13,10-14,FEMALE,-0.17563004166004248
13,15-19,FEMALE,-0.4736284028622322
13,20-24,FEMALE,-0.06630518616293557
13,25-29,FEMALE,-0.3425052739039529
13,30-34,FEMALE,0.4232217372627929
13,35-39,FEMALE,0.26825846993597224
13,40-44,FEMALE,0.1745995944365859
13,45-49,FEMALE,0.3196771363145672
13,5-9,FEMALE,0.12981168972328305
13,50-54,FEMALE,-0.4172215543803759
13,55-59,FEMALE,-0.281520884600468
13,60-64,FEMALE,0.08479027432622388
13,65-69,FEMALE,-0.22521396348020062
13,70-74,FEMALE,0.01108627871144563
13,75-79,FEMALE,0.4497722195228562
13,80-84,FEMALE,-0.036190955666825175
13,85+,FEMALE,-0.4985884588677436
13,0-4,MALE,-0.13767828879645094
13,10-14,MALE,0.2924295974080451
13,15-19,MALE,-0.277518349874299
13,20-24,MALE,0.4127719639800489
13,25-29,MALE,-0.11271501239389181
13,30-34,MALE,-0.4079941059462726
13,35-39,MALE,0.0410946374759078
13,40-44,MALE,-0.2695385942934081
13,45-49,MALE,0.29656490741763264
13,5-9,MALE,-0.011722650466253981
13,50-54,MALE,-0.2655988580081612
13,55-59,MALE,-0.3779819308547303
13,60-64,MALE,-0.3386104790843092
13,65-69,MALE,0.4778422004310414
13,70-74,MALE,-0.2755626275902614
13,75-79,MALE,-0.12624903686810285
13,80-84,MALE,-0.04411433025961742
13,85+,MALE,-0.23588007513899356
15,0-4,FEMALE,-0.4542195875219477
15,10-14,FEMALE,0.02934688724417356
15,15-19,FEMALE,0.15497731901632505
15,20-24,FEMALE,-0.2114668888352753
15,25-29,FEMALE,0.3960075081922696
15,30-34,FEMALE,-0.06991251761064632
15,35-39,FEMALE,-0.2055741252406733
15,40-44,FEMALE,0.4015334036303102
15,45-49,FEMALE,-0.4166179449457559
15,5-9,FEMALE,-0.3252020333893597
15,50-54,FEMALE,-0.3607944920731825
15,55-59,FEMALE,-0.3512409651884809
15,60-64,FEMALE,0.23014168817462632
15,65-69,FEMALE,-0.4319349730212707
15,70-74,FEMALE,-0.1593176349197165
15,75-79,FEMALE,-0.06692766856576782
15,80-84,FEMALE,0.1281419432052644
15,85+,FEMALE,0.2560073337808717
15,0-4,MALE,-0.1583904283324955
15,10-14,MALE,-0.2862655791614088
15,15-19,MALE,0.40359981132496614
15,20-24,MALE,-0.20640248359995894
15,25-29,MALE,0.34178824264381547
15,30-34,MALE,0.41821680129214656
15,35-39,MALE,-0.25904830291256076
15,40-44,MALE,0.47421844534983393
15,45-49,MALE,-0.15894494314852636
15,5-9,MALE,0.18578361858817516
15,50-54,MALE,0.0015387122257379815
15,55-59,MALE,-0.33243193676753435
15,60-64,MALE,0.20163268990290817
15,65-69,MALE,0.44535005716898013
15,70-74,MALE,0.24126937232358614
15,75-79,MALE,-0.4715232161252061
15,80-84,MALE,0.11798223717778455
15,85+,MALE,-0.055652752926107496
16,0-4,FEMALE,-0.2145892424377962
16,10-14,FEMALE,0.2952449689473724
16,15-19,FEMALE,0.12395518295670627
16,20-24,FEMALE,-0.08207001449773088
16,25-29,FEMALE,-0.14009131257625995
16,30-34,FEMALE,-0.02969942756317323
16,35-39,FEMALE,-0.14870297367451712
16,40-44,FEMALE,-0.1435117576693301
16,45-49,FEMALE,-0.04834160429163603
16,5-9,FEMALE,0.2618928806405165
16,50-54,FEMALE,-0.3565464474449982
16,55-59,FEMALE,-0.2843539720561239
16,60-64,FEMALE,-0.23014273527951445
16,65-69,FEMALE,0.19397386557102436
16,70-74,FEMALE,0.23871172812505392
16,75-79,FEMALE,0.19002486597310053
16,80-84,FEMALE,0.18145875557820546
16,85+,FEMALE,-0.40525595856888685
16,0-4,MALE,-0.44708405466371914
16,10-14,MALE,0.39476071394165047
16,15-19,MALE,-0.2796219542287872
16,20-24,MALE,0.11673175588657614
16,25-29,MALE,0.22029022735659964
16,30-34,MALE,0.44573927995952545
16,35-39,MALE,-0.2621172001454397
16,40-44,MALE,-0.35680934444098966
16,45-49,MALE,0.3224626339651877
16,5-9,MALE,-0.36077514027419966
16,50-54,MALE,-0.4233841044260771
16,55-59,MALE,0.25493984913191525
16,60-64,MALE,0.25481770360056544
16,65-69,MALE,0.22338905547803733
16,70-74,MALE,-0.30569185429339996
16,75-79,MALE,-0.026072459062561393
16,80-84,MALE,-0.1763975642461446
16,85+,MALE,0.0035626607132144272
17,0-4,FEMALE,0.2882445393188391
17,10-14,FEMALE,-0.48232725050183944
17,15-19,FEMALE,-0.40406711120158434
17,20-24,FEMALE,-0.12391616145032458
17,25-29,FEMALE,0.31341908912872896
17,30-34,FEMALE,-0.32551902206614614
17,35-39,FEMALE,0.31831790757132694
17,40-44,FEMALE,-0.12578126159496605
17,45-49,FEMALE,-0.29425001511117443
17,5-9,FEMALE,0.47174199810251594
17,50-54,FEMALE,-0.08695666998391971
17,55-59,FEMALE,-0.4754646985675208
17,60-64,FEMALE,0.3269158077891916
17,65-69,FEMALE,-0.2955826550605707
17,70-74,FEMALE,-0.07437155104707927
17,75-79,FEMALE,0.45641600427916273
17,80-84,FEMALE,-0.18768465425819159
17,85+,FEMALE,0.0496575110591948
17,0-4,MALE,0.034641717036720365
17,10-14,MALE,0.37909706265782006
17,15-19,MALE,-0.34839911953895353
17,20-24,MALE,-0.2396266574796755
17,25-29,MALE,0.060711537196766585
17,30-34,MALE,0.054367326316423714
17,35-39,MALE,-0.4978867814061232
17,40-44,MALE,0.12673848366830498
17,45-49,MALE,-0.12214895855868235
17,5-9,MALE,-0.3558655292727053
17,50-54,MALE,-0.3405526644201018
17,55-59,MALE,-0.37388516269857064
17,60-64,MALE,-0.34789237630320713
17,65-69,MALE,-0.3916738504776731
17,70-74,MALE,-0.21762214979389682
17,75-79,MALE,-0.1161323074484244
17,80-84,MALE,-0.4442136338329874
17,85+,MALE,-0.3949110694229603
18,0-4,FEMALE,0.1620655205915682
18,10-14,FEMALE,0.04920400321134366
18,15-19,FEMALE,-0.010424293403048068
18,20-24,FEMALE,0.04347483781748451
18,25-29,FEMALE,-0.08911312412237749
18,30-34,FEMALE,-0.1347656613215804
18,35-39,FEMALE,-0.17647807660978287
18,40-44,FEMALE,-0.25248458085116
18,45-49,FEMALE,-0.08623508739401586
18,5-9,FEMALE,-0.07044498118921183
18,50-54,FEMALE,0.27526304073398933
18,55-59,FEMALE,0.07970110976020806
18,60-64,FEMALE,0.1867058576317504
18,65-69,FEMALE,0.15766312775667757
18,70-74,FEMALE,0.03876204459811561
18,75-79,FEMALE,0.021277154242852703
18,80-84,FEMALE,-0.4305866821669042
18,85+,FEMALE,0.4667376682627946
18,0-4,MALE,-0.39371226643561386
18,10-14,MALE,-0.36081291871960275
18,15-19,MALE,0.2045660386502277
18,20-24,MALE,-0.37395832233596593
18,25-29,MALE,-0.26399564929306507
18,30-34,MALE,-0.18126934333122335
18,35-39,MALE,-0.3155049476772547
18,40-44,MALE,-0.2220528674661182
18,45-49,MALE,-0.22395319698262028
18,5-9,MALE,0.2906793305010069
18,50-54,MALE,0.3967125608178321
18,55-59,MALE,0.058156590472208336
18,60-64,MALE,-0.2657449388934765
18,65-69,MALE,0.09665167858474888
18,70-74,MALE,-0.32470331276999786
18,75-79,MALE,-0.3872215456212871
18,80-84,MALE,-0.10305234769475646
18,85+,MALE,0.23938581024412997
19,0-4,FEMALE,-0.07352491017081775
19,10-14,FEMALE,0.09678062410966959
19,15-19,FEMALE,-0.3500745652272599
19,20-24,FEMALE,0.47359424171736464
19,25-29,FEMALE,0.1362619509745855
19,30-34,FEMALE,-0.42726627008232754
19,35-39,FEMALE,-0.4927439950988628
19,40-44,FEMALE,-0.24660520294855814
19,45-49,FEMALE,-0.49806944276497234
19,5-9,FEMALE,-0.3191307693341514
19,50-54,FEMALE,-0.2874910003738478
19,55-59,FEMALE,-0.23191768351534847
19,60-64,FEMALE,-0.0914476062025642
19,65-69,FEMALE,0.22230674704769626
19,70-74,FEMALE,0.3354828084993642
19,75-79,FEMALE,0.3689482233894523
19,80-84,FEMALE,-0.3091689928260166
19,85+,FEMALE,-0.1325435956241563
19,0-4,MALE,0.3477011849608971
19,10-14,MALE,0.28377591409662273
19,15-19,MALE,-0.4604050499619916
19,20-24,MALE,0.19211886411358137
19,25-29,MALE,0.22751600945775863
19,30-34,MALE,0.12387751913047396
19,35-39,MALE,0.22461135819321498
19,40-44,MALE,0.18643476780562196
19,45-49,MALE,0.2691225536400452
19,5-9,MALE,-0.14838442887412384
19,50-54,MALE,-0.45712512388126925
19,55-59,MALE,0.3170360586955212
19,60-64,MALE,0.45631228273850866
19,65-69,MALE,-0.22357764979824424
19,70-74,MALE,0.2093116671021562
19,75-79,MALE,0.280526876274962
19,80-84,MALE,0.4532093781454023
19,85+,MALE,0.221240221260814
20,0-4,FEMALE,0.13091489629732678
20,10-14,FEMALE,-0.3696490503207315
20,15-19,FEMALE,0.0881880559027195
20,20-24,FEMALE,-0.06016369767894503
20,25-29,FEMALE,0.055184638884384185
20,30-34,FEMALE,-0.21552989719202742
20,35-39,FEMALE,-0.46791797093464993
20,40-44,FEMALE,-0.026008256973000243
20,45-49,FEMALE,-0.2639951787132304
20,5-9,FEMALE,0.05141503205959452
20,50-54,FEMALE,-0.03748921376245562
20,55-59,FEMALE,-0.033951932200579904
20,60-64,FEMALE,0.195426924052299
20,65-69,FEMALE,-0.37327838149212766
20,70-74,FEMALE,-0.11560874215501826
20,75-79,FEMALE,0.4323608160339063
20,80-84,FEMALE,0.14929050658247434
20,85+,FEMALE,0.3543023317179177
20,0-4,MALE,0.15793919374846155
20,10-14,MALE,0.10631708429718856
20,15-19,MALE,0.29282818027422763
20,20-24,MALE,-0.32394700427539647
20,25-29,MALE,0.24270630301907659
20,30-34,MALE,0.23742363872588612
20,35-39,MALE,0.05260547446960118
20,40-44,MALE,0.2898219210037496
20,45-49,MALE,0.13913192569452804
20,5-9,MALE,0.3598957169888308
20,50-54,MALE,-0.03848661338270176
20,55-59,MALE,0.18511816312093288
20,60-64,MALE,-0.015184828051133081
20,65-69,MALE,-0.004726944549474865
20,70-74,MALE,0.49277586325479206
20,75-79,MALE,-0.20369486100389622
20,80-84,MALE,-0.15145797465811484
20,85+,MALE,0.3814389198523713
21,0-4,FEMALE,0.1911551137745846
21,10-14,FEMALE,-0.05210517151863314
21,15-19,FEMALE,-0.21454357044422068
21,20-24,FEMALE,0.16800639290886465
21,25-29,FEMALE,-0.45363443010137416
21,30-34,FEMALE,-0.4230733740114374
21,35-39,FEMALE,-0.4315149338071933
21,40-44,FEMALE,0.2712104859674582
21,45-49,FEMALE,-0.40800750175549183
21,5-9,FEMALE,-0.3848989199468633
21,50-54,FEMALE,0.31597509171115234
21,55-59,FEMALE,-0.3112599579471862
21,60-64,FEMALE,0.19364733471593354
21,65-69,FEMALE,-0.26610986348532606
21,70-74,FEMALE,-0.4510924385103863
21,75-79,FEMALE,-0.05084019125206396
21,80-84,FEMALE,-0.055375647032633424
21,85+,FEMALE,-0.0724477629410103
21,0-4,MALE,-0.11267487953591626
21,10-14,MALE,0.3833320390112931
21,15-19,MALE,-0.23868906249117572
21,20-24,MALE,-0.2862964998203097
21,25-29,MALE,0.08425410372728948
21,30-34,MALE,-0.1483710301836254
21,35-39,MALE,-0.3407727652520407
21,40-44,MALE,0.2970868662087014
21,45-49,MALE,0.47387401522428263
21,5-9,MALE,0.3796113623684505
21,50-54,MALE,0.3524101747170789
21,55-59,MALE,0.2744850622693775
21,60-64,MALE,0.11406881778384559
21,65-69,MALE,0.19553052150877193
21,70-74,MALE,-0.13291389989899471
21,75-79,MALE,0.39679781689483207
21,80-84,MALE,-0.4879393838782562
21,85+,MALE,-0.44119078072253615
22,0-4,FEMALE,0.21195446953061037
22,10-14,FEMALE,-0.26838510840025265
22,15-19,FEMALE,-0.23175024229567498
22,20-24,FEMALE,-0.48704157113388646
22,25-29,FEMALE,-0.2942420587205561
22,30-34,FEMALE,0.4211966993607348
22,35-39,FEMALE,-0.49910096955136396
22,40-44,FEMALE,-0.30708216787024867
22,45-49,FEMALE,-0.09530396394256968
22,5-9,FEMALE,0.14077150799857918
22,50-54,FEMALE,0.2879584143520333
22,55-59,FEMALE,0.3507657821755856
22,60-64,FEMALE,0.23168461810564622
22,65-69,FEMALE,-0.3777664606459439
22,70-74,FEMALE,0.14091553020989522
22,75-79,FEMALE,-0.33131839355337434
22,80-84,FEMALE,0.432605278576375
22,85+,FEMALE,-0.2881659521954134
22,0-4,MALE,0.283315847729682
22,10-14,MALE,0.08013708614453208
22,15-19,MALE,-0.4571700123633491
22,20-24,MALE,-0.19606490459409542
22,25-29,MALE,-0.4959447555738734
22,30-34,MALE,0.3795148515346227
22,35-39,MALE,0.4067809035332175
22,40-44,MALE,-0.2392543165042298
22,45-49,MALE,0.3255001319630537
22,5-9,MALE,-0.41255489202740137
22,50-54,MALE,0.3913387396314647
22,55-59,MALE,0.3282487891265191
22,60-64,MALE,-0.03773457073839381
22,65-69,MALE,-0.14051996730268002
22,70-74,MALE,0.34037347021512687
